Time,Temperature,v_sigma,technique,kernel,smooth,variogram_model,nugget
7.05050505050505,590.1010101010102,0.001555143630654911,kriging,,,gaussian,0.0
7.151515151515151,590.1010101010102,0.001555143577706297,kriging,,,gaussian,0.0
7.252525252525253,590.1010101010102,0.0015551435334710494,kriging,,,gaussian,0.0
7.353535353535354,590.1010101010102,0.0015551434990950818,kriging,,,gaussian,0.0
7.454545454545454,590.1010101010102,0.0015551434903726938,kriging,,,gaussian,0.0
7.555555555555555,590.1010101010102,0.0015551434984818681,kriging,,,gaussian,0.0
7.656565656565657,590.1010101010102,0.0015551435323782185,kriging,,,gaussian,0.0
7.757575757575758,590.1010101010102,0.0015551435997408164,kriging,,,gaussian,0.0
7.858585858585858,590.1010101010102,0.0015551437097836812,kriging,,,gaussian,0.0
7.959595959595959,590.1010101010102,0.001555143866134151,kriging,,,gaussian,0.0
8.06060606060606,590.1010101010102,0.00155514408371375,kriging,,,gaussian,0.0
8.161616161616163,590.1010101010102,0.001555144364648947,kriging,,,gaussian,0.0
8.262626262626263,590.1010101010102,0.001555144719850135,kriging,,,gaussian,0.0
8.363636363636363,590.1010101010102,0.0015551451688977957,kriging,,,gaussian,0.0
8.464646464646464,590.1010101010102,0.0015551457149727938,kriging,,,gaussian,0.0
8.565656565656566,590.1010101010102,0.0015551463799068409,kriging,,,gaussian,0.0
8.666666666666668,590.1010101010102,0.001555147177634063,kriging,,,gaussian,0.0
8.767676767676768,590.1010101010102,0.0015551481232950327,kriging,,,gaussian,0.0
8.868686868686869,590.1010101010102,0.0015551492289403834,kriging,,,gaussian,0.0
8.969696969696969,590.1010101010102,0.0015551505229149038,kriging,,,gaussian,0.0
9.070707070707071,590.1010101010102,0.0015551520174720771,kriging,,,gaussian,0.0
9.171717171717171,590.1010101010102,0.001555153742165548,kriging,,,gaussian,0.0
9.272727272727273,590.1010101010102,0.0015551557120320491,kriging,,,gaussian,0.0
