Time,Temperature,A32_sigma,technique,kernel,smooth,variogram_model,nugget
6.94949494949495,527.8787878787879,1.6350089334572784,kriging,,,exponential,0.0
7.05050505050505,527.8787878787879,1.6374855418195973,kriging,,,exponential,0.0
7.151515151515151,527.8787878787879,1.640283830695999,kriging,,,exponential,0.0
7.252525252525253,527.8787878787879,1.6434248099027318,kriging,,,exponential,0.0
7.353535353535354,527.8787878787879,1.6469309342852243,kriging,,,exponential,0.0
7.454545454545454,527.8787878787879,1.6508256917861974,kriging,,,exponential,0.0
7.555555555555555,527.8787878787879,1.6551331100056437,kriging,,,exponential,0.0
7.656565656565657,527.8787878787879,1.659877197947542,kriging,,,exponential,0.0
7.757575757575758,527.8787878787879,1.6650813448025263,kriging,,,exponential,0.0
7.858585858585858,527.8787878787879,1.6707677013108975,kriging,,,exponential,0.0
7.959595959595959,527.8787878787879,1.6769565711689263,kriging,,,exponential,0.0
8.06060606060606,527.8787878787879,1.6836658399197266,kriging,,,exponential,0.0
8.161616161616163,527.8787878787879,1.6909104668085309,kriging,,,exponential,0.0
8.262626262626263,527.8787878787879,1.6987020613639627,kriging,,,exponential,0.0
8.363636363636363,527.8787878787879,1.707048561336285,kriging,,,exponential,0.0
8.464646464646464,527.8787878787879,1.7159540225532195,kriging,,,exponential,0.0
8.565656565656566,527.8787878787879,1.7254185247841787,kriging,,,exponential,0.0
8.666666666666668,527.8787878787879,1.735438191387473,kriging,,,exponential,0.0
8.767676767676768,527.8787878787879,1.7460053148450618,kriging,,,exponential,0.0
8.868686868686869,527.8787878787879,1.757108575655604,kriging,,,exponential,0.0
8.969696969696969,527.8787878787879,1.768733338704928,kriging,,,exponential,0.0
9.070707070707071,527.8787878787879,1.7808620092614709,kriging,,,exponential,0.0
9.171717171717171,527.8787878787879,1.7934744301103223,kriging,,,exponential,0.0
9.272727272727273,527.8787878787879,1.8065483018834096,kriging,,,exponential,0.0
9.373737373737374,527.8787878787879,1.820059610134063,kriging,,,exponential,0.0
9.474747474747474,527.8787878787879,1.8339830448674224,kriging,,,exponential,0.0
9.575757575757574,527.8787878787879,1.8482924007989654,kriging,,,exponential,0.0
9.676767676767676,527.8787878787879,1.8629609493251669,kriging,,,exponential,0.0
9.777777777777779,527.8787878787879,1.877961775841405,kriging,,,exponential,0.0
9.878787878787879,527.8787878787879,1.89326807848444,kriging,,,exponential,0.0
9.97979797979798,527.8787878787879,1.908853426504887,kriging,,,exponential,0.0
10.080808080808081,527.8787878787879,1.9246919782375562,kriging,,,exponential,0.0
10.181818181818182,527.8787878787879,1.9407586600200233,kriging,,,exponential,0.0
10.282828282828282,527.8787878787879,1.9570293084285397,kriging,,,exponential,0.0
10.383838383838384,527.8787878787879,1.9734807788913618,kriging,,,exponential,0.0
10.484848484848484,527.8787878787879,1.9900910241474408,kriging,,,exponential,0.0
10.585858585858587,527.8787878787879,2.0068391461986823,kriging,,,exponential,0.0
10.686868686868687,527.8787878787879,2.023705425402449,kriging,,,exponential,0.0
10.787878787878787,527.8787878787879,2.040671330219067,kriging,,,exponential,0.0
10.88888888888889,527.8787878787879,2.0577195109036137,kriging,,,exponential,0.0
